reviewid,title,artist,score,genre,year,url
9255,something real,meg & dia,4.7,rock,2006,http://pitchfork.com/reviews/albums/9255-something-real/
20401,cool it,sam cohen,6.1,rock,2015,http://pitchfork.com/reviews/albums/20401-cool-it/
13036,clues,clues,6.4,rock,2009,http://pitchfork.com/reviews/albums/13036-clues/
17429,lucifer in dub,peaking lights,6.6,rock,2012,http://pitchfork.com/reviews/albums/17429-lucifer-in-dub/
17047,bend beyond,woods,8.1,rock,2012,http://pitchfork.com/reviews/albums/17047-bend-beyond/
12907,repo,black dice,7.1,rock,2009,http://pitchfork.com/reviews/albums/12907-repo/
10117,cape fear,germans,6.5,rock,2007,http://pitchfork.com/reviews/albums/10117-cape-fear/
16697,>>,beak>,7.3,rock,2012,http://pitchfork.com/reviews/albums/16697-recordreview/
10263,the sun and the moon,the bravery,1.8,rock,2007,http://pitchfork.com/reviews/albums/10263-the-sun-and-the-moon/
9863,"loney, noir",loney dear,6.6,rock,2007,http://pitchfork.com/reviews/albums/9863-loney-noir/
15280,idle labor,craft spells,7.7,rock,2011,http://pitchfork.com/reviews/albums/15280-idle-labor/
18554,screens,forest fire,7.3,rock,2013,http://pitchfork.com/reviews/albums/18554-forest-fire-screens/
274,elephant shoe,arab strap,8.4,rock,2000,http://pitchfork.com/reviews/albums/274-elephant-shoe/
20234,the door behind the door,the black ryder,6.0,rock,2015,http://pitchfork.com/reviews/albums/20234-the-door-behind-the-door/
12024,beautiful future,primal scream,7.0,rock,2008,http://pitchfork.com/reviews/albums/12024-beautiful-future/
8360,malcolm x park,unrest,6.3,rock,1999,http://pitchfork.com/reviews/albums/8360-malcolm-x-park/
5601,out to go,moco,7.2,rock,2004,http://pitchfork.com/reviews/albums/5601-out-to-go/
20367,no pier pressure,brian wilson,5.6,rock,2015,http://pitchfork.com/reviews/albums/20367-brian-wilson-no-pier-pressure/
21973,earth,neil young,6.5,rock,2016,http://pitchfork.com/reviews/albums/21973-earth/
9511,skeletal remains,lake of dracula,8.0,rock,2006,http://pitchfork.com/reviews/albums/9511-skeletal-remains/
15111,the people's key ,bright eyes,5.0,rock,2011,http://pitchfork.com/reviews/albums/15111-the-peoples-key/
9370,make love to the judges with your eyes,pony up!,6.0,rock,2006,http://pitchfork.com/reviews/albums/9370-make-love-to-the-judges-with-your-eyes/
14355,american slang,the gaslight anthem,7.3,rock,2010,http://pitchfork.com/reviews/albums/14355-american-slang/
9869,casually smashed to pieces,six parts seven,6.8,rock,2007,http://pitchfork.com/reviews/albums/9869-casually-smashed-to-pieces/
15384,trainsong: guitar compositions 19672010,michael chapman,7.9,rock,2011,http://pitchfork.com/reviews/albums/15384-trainsong-guitar-compositions-19672010-fully-qualified-survivor/
12107,waiting for the sunrise,david vandervelde,6.3,rock,2008,http://pitchfork.com/reviews/albums/12107-waiting-for-the-sunrise/
13390,the sub pop years,damon & naomi,7.5,rock,2009,http://pitchfork.com/reviews/albums/13390-the-sub-pop-years/
18423,"whenever, if ever",the world is a beautiful place & i am no longer afraid to die,7.8,rock,2013,http://pitchfork.com/reviews/albums/18423-the-world-is-a-beautiful-place-i-am-no-longer-afra-whenever-if-ever/
18196,heart of nowhere,noah and the whale,5.0,rock,2013,http://pitchfork.com/reviews/albums/18196-noah-and-the-whale-heart-of-nowhere/
5321,the minus 5,the minus 5,6.7,rock,2006,http://pitchfork.com/reviews/albums/5321-the-minus-5/
20838,star wars,wilco,7.7,rock,2015,http://pitchfork.com/reviews/albums/20838-star-wars/
11065,mixed up,love is all,6.2,rock,2008,http://pitchfork.com/reviews/albums/11065-mixed-up/
8479,"what cannot be, but is",vitesse,6.8,rock,2002,http://pitchfork.com/reviews/albums/8479-what-cannot-be-but-is/
6986,(this is) what we call progress,saloon,7.4,rock,2002,http://pitchfork.com/reviews/albums/6986-this-is-what-we-call-progress/
21399,an abundance of strawberries,julia brown,7.9,rock,2016,http://pitchfork.com/reviews/albums/21399-an-abundance-of-strawberries/
5396,mong hang,mong hang,6.6,rock,2002,http://pitchfork.com/reviews/albums/5396-mong-hang/
5957,bye bye baby ep,ok go,5.4,rock,2000,http://pitchfork.com/reviews/albums/5957-bye-bye-baby-ep/
4318,hey hey my my yo yo,junior senior,7.9,rock,2005,http://pitchfork.com/reviews/albums/4318-hey-hey-my-my-yo-yo/
16019,bad penny,spectrals,7.5,rock,2011,http://pitchfork.com/reviews/albums/16019-bad-penny/
20398,painted shut,hop along,7.9,rock,2015,http://pitchfork.com/reviews/albums/20398-painted-shut/
5890,if you were born overseas,norfolk & western,7.5,rock,2005,http://pitchfork.com/reviews/albums/5890-if-you-were-born-overseas/
275,the last romance,arab strap,8.0,rock,2005,http://pitchfork.com/reviews/albums/275-the-last-romance/
12949,from her to eternity,nick cave & the bad seeds,7.3,rock,2009,http://pitchfork.com/reviews/albums/12949-from-her-to-eternity-the-first-born-is-dead-kicking-against-the-pricks-your-funeral-my-trial/
12935,dark days/light years,super furry animals,8.3,rock,2009,http://pitchfork.com/reviews/albums/12935-dark-dayslight-years/
16042,an album by korallreven,korallreven,7.5,rock,2011,http://pitchfork.com/reviews/albums/16042-an-album-by-korallreven/
12418,movement,new order,9.3,rock,2008,http://pitchfork.com/reviews/albums/12418-movement-power-corruption-and-lies-low-life-brotherhood-technique-deluxe-editions/
14570,"strange weather, isn't it?",!!!,6.9,rock,2010,http://pitchfork.com/reviews/albums/14570-strange-weather-isnt-it/
22228,crappin you negative,the grifters,7.9,rock,2016,http://pitchfork.com/reviews/albums/22228-crappin-you-negative/
4441,the power to believe,king crimson,6.3,rock,2003,http://pitchfork.com/reviews/albums/4441-the-power-to-believe/
12910,two suns,bat for lashes,8.5,rock,2009,http://pitchfork.com/reviews/albums/12910-two-suns/
11671,"step into my office, baby ep",belle and sebastian,6.9,rock,2004,http://pitchfork.com/reviews/albums/11671-step-into-my-office-baby-epim-a-cuckoo-epbooks-ep/
19083,dreams,whomadewho,5.8,rock,2014,http://pitchfork.com/reviews/albums/19083-whomadewho-dreams/
7619,1000 pounds ep,superchunk,7.0,rock,2000,http://pitchfork.com/reviews/albums/7619-1000-pounds-ep/
9043,begin to hope,regina spektor,7.5,rock,2006,http://pitchfork.com/reviews/albums/9043-begin-to-hope/
11323,debt dept,excepter,7.8,rock,2008,http://pitchfork.com/reviews/albums/11323-debt-dept/
5962,sleep and wake up songs ep,okkervil river,7.7,rock,2004,http://pitchfork.com/reviews/albums/5962-sleep-and-wake-up-songs-ep/
3582,rickets & scurvy,david grubbs,6.4,rock,2002,http://pitchfork.com/reviews/albums/3582-rickets-scurvy/
745,lost valley ep,black dice,7.0,rock,2002,http://pitchfork.com/reviews/albums/745-lost-valley-ep/
9496,insomniac doze,envy,6.3,rock,2006,http://pitchfork.com/reviews/albums/9496-insomniac-doze/
13901,a chorus of storytellers,the album leaf,6.3,rock,2010,http://pitchfork.com/reviews/albums/13901-a-chorus-of-storytellers/
937,"lifted, or, the story is in the soil, keep your ear to the ground",bright eyes,7.7,rock,2002,http://pitchfork.com/reviews/albums/937-lifted-or-the-story-is-in-the-soil-keep-your-ear-to-the-ground/
11228,return of the giant slits,the slits,7.4,rock,2008,http://pitchfork.com/reviews/albums/11228-return-of-the-giant-slits/
7725,sparrow,sparrow,3.4,rock,2003,http://pitchfork.com/reviews/albums/7725-sparrow/
13327,the great cessation,yob,7.0,rock,2009,http://pitchfork.com/reviews/albums/13327-the-great-cessation/
9938,soldier-talk,the red crayola,5.3,rock,2007,http://pitchfork.com/reviews/albums/9938-soldier-talk/
14660,the trip,laetitia sadier,8.2,rock,2010,http://pitchfork.com/reviews/albums/14660-the-trip/
20148,no cities to love,sleater-kinney,8.7,rock,2015,http://pitchfork.com/reviews/albums/20148-no-cities-to-love/
15184,collapse into now,r.e.m.,6.8,rock,2011,http://pitchfork.com/reviews/albums/15184-collapse-into-now/
11959,sensitive/lethal,thurston moore,2.5,rock,2008,http://pitchfork.com/reviews/albums/11959-sensitivelethal/
5778,this is the glamorous,new wet kojak,7.4,rock,2003,http://pitchfork.com/reviews/albums/5778-this-is-the-glamorous/
7939,rideau,tape,7.8,rock,2006,http://pitchfork.com/reviews/albums/7939-rideau/
6074,our hopes and dreams,the owls,7.7,rock,2004,http://pitchfork.com/reviews/albums/6074-our-hopes-and-dreams/
21623,blue cheese,kane strang,6.6,rock,2016,http://pitchfork.com/reviews/albums/21623-blue-cheese/
11624,unknown pleasures,joy division,10.0,rock,2007,http://pitchfork.com/reviews/albums/11624-unknown-pleasurescloserstill/
21300,hard hold,jaala,7.8,rock,2015,http://pitchfork.com/reviews/albums/21300-hard-hold/
10861,health,health,7.9,rock,2007,http://pitchfork.com/reviews/albums/10861-health/
22341,killer road,"soundwalk collective, patti smith, jesse paris smith",6.6,rock,2016,http://pitchfork.com/reviews/albums/22341-killer-road/
15336,sleep talk,shannon and the clams,7.7,rock,2011,http://pitchfork.com/reviews/albums/15336-sleep-talk/
4801,orion,limp,6.1,rock,2002,http://pitchfork.com/reviews/albums/4801-orion/
3062,above the volcano of flowers,the fire show,8.1,rock,2002,http://pitchfork.com/reviews/albums/3062-above-the-volcano-of-flowers/
17730,superpowerless,dump,7.9,rock,2013,http://pitchfork.com/reviews/albums/17730-dump-superpowerless/
6432,give up,the postal service,8.0,rock,2003,http://pitchfork.com/reviews/albums/6432-give-up/
14087,future factory,the society of rockets,7.4,rock,2010,http://pitchfork.com/reviews/albums/14087-future-factory/
13162,battle for the sun,placebo,3.4,rock,2009,http://pitchfork.com/reviews/albums/13162-battle-for-the-sun/
11526,the acrobats,helvetia,6.7,rock,2008,http://pitchfork.com/reviews/albums/11526-the-acrobats/
17597,heartthrob,tegan and sara,7.3,rock,2013,http://pitchfork.com/reviews/albums/17597-heartthrob/
9455,the lemonheads,the lemonheads,6.8,rock,2006,http://pitchfork.com/reviews/albums/9455-the-lemonheads/
18901,shelter,alcest,6.6,rock,2014,http://pitchfork.com/reviews/albums/18901-alcest-shelter/
19296,boys,herzog,7.2,rock,2014,http://pitchfork.com/reviews/albums/19296-herzog-boys/
14956,worry,big troubles,7.5,rock,2011,http://pitchfork.com/reviews/albums/14956-worry/
7586,bliss,sunroof!,8.3,rock,2002,http://pitchfork.com/reviews/albums/7586-bliss/
10362,the flowers of hell,the flowers of hell,5.1,rock,2007,http://pitchfork.com/reviews/albums/10362-the-flowers-of-hell/
10933,the hollows ep ,why?,7.0,rock,2007,http://pitchfork.com/reviews/albums/10933-the-hollows-ep-us-eu/
21681,singing saw,kevin morby,8.3,rock,2016,http://pitchfork.com/reviews/albums/21681-singing-saw/
17558,torres,torres,8.1,rock,2013,http://pitchfork.com/reviews/albums/17558-torres/
4265,so much staying alive and lovelessness,joan of arc,4.2,rock,2003,http://pitchfork.com/reviews/albums/4265-so-much-staying-alive-and-lovelessness/
3086,at war with the mystics,the flaming lips,6.7,rock,2006,http://pitchfork.com/reviews/albums/3086-at-war-with-the-mystics/
3873,james william hindle,james william hindle,7.5,rock,2001,http://pitchfork.com/reviews/albums/3873-james-william-hindle/
5079,jacknuggeted ep,manitoba,7.8,rock,2003,http://pitchfork.com/reviews/albums/5079-jacknuggeted-ep/
17030,sic alps,sic alps,7.8,rock,2012,http://pitchfork.com/reviews/albums/17030-sic-alps/
12936,one foot in the grave,beck,7.8,rock,2009,http://pitchfork.com/reviews/albums/12936-one-foot-in-the-grave/
19269,the serpent & the sphere,agalloch,8.3,rock,2014,http://pitchfork.com/reviews/albums/19269-agalloch-the-serpent-the-sphere/
5418,electric sweat,the mooney suzuki,7.5,rock,2002,http://pitchfork.com/reviews/albums/5418-electric-sweat/
2934,all over the world: the very best of electric light orchestra,electric light orchestra,7.7,rock,2005,http://pitchfork.com/reviews/albums/2934-all-over-the-world-the-very-best-of-electric-light-orchestra/
6974,finisterre,saint etienne,7.6,rock,2002,http://pitchfork.com/reviews/albums/6974-finisterre/
2228,the stability ep,death cab for cutie,6.9,rock,2002,http://pitchfork.com/reviews/albums/2228-the-stability-ep/
22306,kokoro,el perro del mar,7.1,rock,2016,http://pitchfork.com/reviews/albums/22306-kokoro/
8941,"10,000 light years",zeni geva,6.6,rock,2001,http://pitchfork.com/reviews/albums/8941-10000-light-years/
3926,scenes one through thirteen,hot hot heat,4.7,rock,2003,http://pitchfork.com/reviews/albums/3926-scenes-one-through-thirteen/
13602,beak>,beak>,6.9,rock,2009,http://pitchfork.com/reviews/albums/13602-beak/
583,mecanoid,pierre bastien,8.6,rock,2002,http://pitchfork.com/reviews/albums/583-mecanoid/
10102,23,blonde redhead,7.0,rock,2007,http://pitchfork.com/reviews/albums/10102-23/
4846,the strangest things,longwave,3.7,rock,2003,http://pitchfork.com/reviews/albums/4846-the-strangest-things/
18361,hobo rocket,pond,5.9,rock,2013,http://pitchfork.com/reviews/albums/18361-pond-hobo-rocket/
13310,golden oldies,psychedelic horseshit,5.2,rock,2009,http://pitchfork.com/reviews/albums/13310-golden-oldies-shitgaze-anthems/
9715,sing the greys,frightened rabbit,7.5,rock,2007,http://pitchfork.com/reviews/albums/9715-sing-the-greys/
16739,everybody's got it easy but me,the intelligence,7.5,rock,2012,http://pitchfork.com/reviews/albums/16739-everybodys-got-it-easy-but-me/
1665,long dry cold,creeper lagoon,7.0,rock,2006,http://pitchfork.com/reviews/albums/1665-long-dry-cold/
4428,the bright side,kilowatthours,6.4,rock,2002,http://pitchfork.com/reviews/albums/4428-the-bright-side/
15843,red ep,weekend,7.4,rock,2011,http://pitchfork.com/reviews/albums/15843-red-ep/
22169,rattle,rattle,5.0,rock,2016,http://pitchfork.com/reviews/albums/22169-rattle/
453,arcade fire ep,arcade fire,6.8,rock,2005,http://pitchfork.com/reviews/albums/453-arcade-fire-ep/
173,the oak in the ashes,amps for christ,7.3,rock,2002,http://pitchfork.com/reviews/albums/173-the-oak-in-the-ashes/
12660,"come back to the five and dime, bobby dee bobby dee ",benjy ferree,6.5,rock,2009,http://pitchfork.com/reviews/albums/12660-come-back-to-the-five-and-dime-bobby-dee-bobby-dee/
6681,nyc 1978,ramones,7.3,rock,2003,http://pitchfork.com/reviews/albums/6681-nyc-1978/
12744,surf city ep,surf city,7.4,rock,2009,http://pitchfork.com/reviews/albums/12744-surf-city-ep/
8654,walking with a ghost ep,the white stripes,6.1,rock,2005,http://pitchfork.com/reviews/albums/8654-walking-with-a-ghost-ep/
7956,four thousand seven hundred and sixty-six seconds: a shortcut to teenage fanclub,teenage fanclub,8.6,rock,2003,http://pitchfork.com/reviews/albums/7956-four-thousand-seven-hundred-and-sixty-six-seconds-a-shortcut-to-teenage-fanclub/
6306,the night's bloom,pinetop seven,8.4,rock,2005,http://pitchfork.com/reviews/albums/6306-the-nights-bloom/
15496,sondre lerche,sondre lerche,5.8,rock,2011,http://pitchfork.com/reviews/albums/15496-sondre-lerche/
21692,up to anything,the goon sax,7.0,rock,2016,http://pitchfork.com/reviews/albums/21692-up-to-anything/
10637,bring on the comets,vhs or beta,4.6,rock,2007,http://pitchfork.com/reviews/albums/10637-bring-on-the-comets/
12055,strength in numbers,the music,5.1,rock,2008,http://pitchfork.com/reviews/albums/12055-strength-in-numbers/
12286,vivian girls,vivian girls,8.5,rock,2008,http://pitchfork.com/reviews/albums/12286-vivian-girls/
10304,can't wait another day,the ladybug transistor,6.4,rock,2007,http://pitchfork.com/reviews/albums/10304-cant-wait-another-day/
15708,it,pulp,6.1,rock,2011,http://pitchfork.com/reviews/albums/15708-it-freaks-separations/
4084,laughter fills our hollow dome,the impossible shapes,8.5,rock,2002,http://pitchfork.com/reviews/albums/4084-laughter-fills-our-hollow-dome/
14282,spirit youth,the depreciation guild,7.6,rock,2010,http://pitchfork.com/reviews/albums/14282-spirit-youth/
18674,ilp,kwes,6.3,rock,2013,http://pitchfork.com/reviews/albums/18674-kwes-ilp/
5623,k.a,magma,8.4,rock,2004,http://pitchfork.com/reviews/albums/5623-ka/
17616,waiting for something to happen,veronica falls,7.5,rock,2013,http://pitchfork.com/reviews/albums/17616-waiting-for-something-to-happen/
16538,first of my kind ep,miles kane,3.5,rock,2012,http://pitchfork.com/reviews/albums/16538-first-of-my-kind-ep/
1494,anthology,the clean,8.5,rock,2003,http://pitchfork.com/reviews/albums/1494-anthology/
17957,ghosts go blind,ola podrida,7.7,rock,2013,http://pitchfork.com/reviews/albums/17957-ola-podrida-ghosts-go-blind/
12672,emerald eyes,fight bite,6.7,rock,2009,http://pitchfork.com/reviews/albums/12672-emerald-eyes/
19507,never hungover again,joyce manor,7.8,rock,2014,http://pitchfork.com/reviews/albums/19507-joyce-manor-never-hungover-again/
8988,comments of the inner chorus,tunng,7.0,rock,2006,http://pitchfork.com/reviews/albums/8988-comments-of-the-inner-chorus/
13405,to swift mars,cale parks,6.4,rock,2009,http://pitchfork.com/reviews/albums/13405-to-swift-mars/
15242,antonionian,antonionian,6.8,rock,2011,http://pitchfork.com/reviews/albums/15242-antonionian/
19205,with light and with love,woods,7.9,rock,2014,http://pitchfork.com/reviews/albums/19205-woods-with-light-and-with-love/
1339,the parker tapes,cassetteboy,8.7,rock,2002,http://pitchfork.com/reviews/albums/1339-the-parker-tapes/
10247,of honey and country,night canopy,5.0,rock,2007,http://pitchfork.com/reviews/albums/10247-of-honey-and-country/
6694,radio blackout,t. raumschmiere,8.0,rock,2003,http://pitchfork.com/reviews/albums/6694-radio-blackout/
20155,freedom highway complete,the staple singers,8.7,rock,2015,http://pitchfork.com/reviews/albums/20155-freedom-highway-completedont-lose-this/
13502,45:33 remixes,lcd soundsystem,5.1,rock,2009,http://pitchfork.com/reviews/albums/13502-4533-remixes/
1754,she's in control,chromeo,7.3,rock,2004,http://pitchfork.com/reviews/albums/1754-shes-in-control/
8593,reconstruction site,the weakerthans,5.6,rock,2003,http://pitchfork.com/reviews/albums/8593-reconstruction-site/
5516,el naval,mus,7.3,rock,2002,http://pitchfork.com/reviews/albums/5516-el-naval/
11523,sun down,nik freitas,5.8,rock,2008,http://pitchfork.com/reviews/albums/11523-sun-down/
9396,fading trails,magnolia electric co.,7.4,rock,2006,http://pitchfork.com/reviews/albums/9396-fading-trails/
10211,trueno oscuro,monotract,7.3,rock,2007,http://pitchfork.com/reviews/albums/10211-trueno-oscuro/
16309,the end of that,plants and animals,5.0,rock,2012,http://pitchfork.com/reviews/albums/16309-the-end-of-that/
4319,this is the way it goes and goes and goes,juno,8.3,rock,1999,http://pitchfork.com/reviews/albums/4319-this-is-the-way-it-goes-and-goes-and-goes/
13965,big echo,the morning benders,8.2,rock,2010,http://pitchfork.com/reviews/albums/13965-big-echo/
3545,the sophtware slump,grandaddy,8.5,rock,2000,http://pitchfork.com/reviews/albums/3545-the-sophtware-slump/
6178,hives fives ep,parlour,7.3,rock,2005,http://pitchfork.com/reviews/albums/6178-hives-fives-ep/
8063,cowboy sally's twilight laments for lost buckaroos,sally timms,6.0,rock,1999,http://pitchfork.com/reviews/albums/8063-cowboy-sallys-twilight-laments-for-lost-buckaroos/
11704,the delivery man,"elvis costello, the imposters",6.8,rock,2004,http://pitchfork.com/reviews/albums/11704-the-delivery-man-with-the-impostersil-sogno/
22370,a loud bash of teenage feelings,beach slang,7.3,rock,2016,http://pitchfork.com/reviews/albums/22370-a-loud-bash-of-teenage-feelings/
12505,day & age,the killers,5.9,rock,2008,http://pitchfork.com/reviews/albums/12505-day-age/
10667,asleep at heaven's gate,rogue wave,6.9,rock,2007,http://pitchfork.com/reviews/albums/10667-asleep-at-heavens-gate/
9194,think about life,think about life,5.8,rock,2006,http://pitchfork.com/reviews/albums/9194-think-about-life/
1011,a-sides: 1988-1999,buffalo tom,7.9,rock,2000,http://pitchfork.com/reviews/albums/1011-a-sides-1988-1999/
9730,adventura anatomica,maja ratkje,7.8,rock,2007,http://pitchfork.com/reviews/albums/9730-adventura-anatomica/
4844,when i pretend to fall,the long winters,7.2,rock,2003,http://pitchfork.com/reviews/albums/4844-when-i-pretend-to-fall/
11881,speak & spell,depeche mode,7.5,rock,2006,http://pitchfork.com/reviews/albums/11881-speak-spell-music-for-the-masses-violator/
17245,no can do,ladyhawk,7.5,rock,2012,http://pitchfork.com/reviews/albums/17245-no-can-do/
17262,banks,paul banks,5.8,rock,2012,http://pitchfork.com/reviews/albums/17262-banks/
10013,the slow bang,madeline,6.0,rock,2007,http://pitchfork.com/reviews/albums/10013-the-slow-bang/
19804,the long con,so cow,6.9,rock,2014,http://pitchfork.com/reviews/albums/19804-so-cow-the-long-con/
14211,liquid love,shy child,7.0,rock,2010,http://pitchfork.com/reviews/albums/14211-liquid-love/
21724,down in heaven,twin peaks,7.2,rock,2016,http://pitchfork.com/reviews/albums/21724-down-in-heaven/
8869,danelectro ep,yo la tengo,6.3,rock,2000,http://pitchfork.com/reviews/albums/8869-danelectro-ep/
12265,snowflake midnight,mercury rev,6.3,rock,2008,http://pitchfork.com/reviews/albums/12265-snowflake-midnight/
6116,a good ground,oxford collapse,7.8,rock,2005,http://pitchfork.com/reviews/albums/6116-a-good-ground/
21567,stranger things,yuck,5.2,rock,2016,http://pitchfork.com/reviews/albums/21567-yuck-stranger-things/
4024,i've visited the island of jocks and jazz,the hospitals,5.2,rock,2005,http://pitchfork.com/reviews/albums/4024-ive-visited-the-island-of-jocks-and-jazz/
13068,divisionals,mouthus,6.8,rock,2009,http://pitchfork.com/reviews/albums/13068-divisionals/
8318,boo hoo hoo boo,they shoot horses don't they?,5.8,rock,2006,http://pitchfork.com/reviews/albums/8318-boo-hoo-hoo-boo/
5239,pieces of april,stephin merritt,7.2,rock,2004,http://pitchfork.com/reviews/albums/5239-pieces-of-april/
15203,harbors,all tiny creatures,7.8,rock,2011,http://pitchfork.com/reviews/albums/15203-harbors/
22168,s+@dium rock: five nights at the opera,titus andronicus,7.0,rock,2016,http://pitchfork.com/reviews/albums/22168-sdium-rock-five-nights-at-the-opera/
3930,suicide invoice,hot snakes,8.8,rock,2002,http://pitchfork.com/reviews/albums/3930-suicide-invoice/
16928,faustian echoes ep,agalloch,6.5,rock,2012,http://pitchfork.com/reviews/albums/16928-faustian-echoes-ep/
20209,you're better than this,pile,7.4,rock,2015,http://pitchfork.com/reviews/albums/20209-youre-better-than-this/
19813,wonder where we land,sbtrkt,5.5,rock,2014,http://pitchfork.com/reviews/albums/19813-sbtrkt-wonder-where-we-land/
15542,7,puerto rico flowers,6.8,rock,2011,http://pitchfork.com/reviews/albums/15542-7/
16325,underrated silence,"ulrich schnauss, mark peters",5.0,rock,2012,http://pitchfork.com/reviews/albums/16325-underrated-silence/
3140,the new folk implosion,the folk implosion,4.6,rock,2003,http://pitchfork.com/reviews/albums/3140-the-new-folk-implosion/
16518,mermaid avenue: the complete sessions,"billy bragg, wilco",8.1,rock,2012,http://pitchfork.com/reviews/albums/16518-the-complete-mermaid-avenue-sessions/
9689,words are dead,horse feathers,7.5,rock,2006,http://pitchfork.com/reviews/albums/9689-words-are-dead/
16898,high summer ep,jj,6.5,rock,2012,http://pitchfork.com/reviews/albums/16898-high-summer-ep/
18558,from the ages,earthless,7.2,rock,2013,http://pitchfork.com/reviews/albums/18558-earthless-from-the-ages/
4011,stars of cctv,hard-fi,7.3,rock,2005,http://pitchfork.com/reviews/albums/4011-stars-of-cctv/
12074,memory span,the lines,6.7,rock,2008,http://pitchfork.com/reviews/albums/12074-memory-span/
4889,america's sweetheart,courtney love,4.0,rock,2004,http://pitchfork.com/reviews/albums/4889-americas-sweetheart/
18608,static,cults,6.8,rock,2013,http://pitchfork.com/reviews/albums/18608-cults-static/
13056,dim the aurora,monahans,6.7,rock,2009,http://pitchfork.com/reviews/albums/13056-dim-the-aurora/
8661,antithesis ep,keith fullerton whitman,7.7,rock,2004,http://pitchfork.com/reviews/albums/8661-antithesis-ep/
21935,beyond the bloodhounds,adia victoria,7.9,rock,2016,http://pitchfork.com/reviews/albums/21935-beyond-the-bloodhounds/
13252,fox bat strategy: a tribute to dave jaurequi,david lynch,6.0,rock,2009,http://pitchfork.com/reviews/albums/13252-fox-bat-strategy-a-tribute-to-dave-jaurequi/
16862,copper blue,sugar,8.9,rock,2012,http://pitchfork.com/reviews/albums/16862-sugar-reissues/
21733,welcome the worms ,bleached,6.9,rock,2016,http://pitchfork.com/reviews/albums/21733-welcome-the-worms/
8694,you think you really know me,gary wilson,7.7,rock,2002,http://pitchfork.com/reviews/albums/8694-you-think-you-really-know-me/
21425,fun for family & friends ep,paper days,6.9,rock,2016,http://pitchfork.com/reviews/albums/21425-fun-for-family-friends-ep/
22579,xxx,pussy riot,6.6,rock,2016,http://pitchfork.com/reviews/albums/22579-pussy-riot-xxx/
2574,1999-2001,dungen,5.9,rock,2005,http://pitchfork.com/reviews/albums/2574-1999-2001/
13479,rain machine,rain machine,6.3,rock,2009,http://pitchfork.com/reviews/albums/13479-rain-machine/
18125,black beauty,love,7.6,rock,2013,http://pitchfork.com/reviews/albums/18125-black-beauty/
11848,paper white ep,tarentel,7.3,rock,2005,http://pitchfork.com/reviews/albums/11848-paper-white-ep-big-black-square-ep/
2870,enregistraur,exhaust,4.4,rock,2002,http://pitchfork.com/reviews/albums/2870-enregistraur/
3532,undead in nyc,gossip,6.9,rock,2003,http://pitchfork.com/reviews/albums/3532-undead-in-nyc/
1775,first light's freeze,castanets,7.7,rock,2005,http://pitchfork.com/reviews/albums/1775-first-lights-freeze/
3726,twilight,the handsome family,8.5,rock,2001,http://pitchfork.com/reviews/albums/3726-twilight/
12677,davy,coconut records,5.9,rock,2009,http://pitchfork.com/reviews/albums/12677-davy/
14115,no mas,javelin,7.2,rock,2010,http://pitchfork.com/reviews/albums/14115-no-mas/
7130,genki shock!,shonen knife,7.4,rock,2006,http://pitchfork.com/reviews/albums/7130-genki-shock/
2959,vagabond ways,marianne faithfull,4.7,rock,2000,http://pitchfork.com/reviews/albums/2959-vagabond-ways/
12359,missiles,the dears,7.3,rock,2008,http://pitchfork.com/reviews/albums/12359-missiles/
9199,hit by a train: the best of old 97's,old 97's,8.2,rock,2006,http://pitchfork.com/reviews/albums/9199-hit-by-a-train-the-best-of-old-97s/
5122,now you know,doug martsch,7.3,rock,2002,http://pitchfork.com/reviews/albums/5122-now-you-know/
454,love songs for patriots,american music club,8.0,rock,2004,http://pitchfork.com/reviews/albums/454-love-songs-for-patriots/
13872,teen dream,beach house,9.0,rock,2010,http://pitchfork.com/reviews/albums/13872-teen-dream/
13606,"how to be a lady, volume 1",electrik red,8.2,rock,2009,http://pitchfork.com/reviews/albums/13606-how-to-be-a-lady-volume-1/
17639,rituals,team ghost,5.4,rock,2013,http://pitchfork.com/reviews/albums/17639-team-ghost-rituals/
11457,lie in light,cloudland canyon,6.4,rock,2008,http://pitchfork.com/reviews/albums/11457-lie-in-light/
7344,goodbye 20th century,sonic youth,8.5,rock,2000,http://pitchfork.com/reviews/albums/7344-goodbye-20th-century/
7067,gizmodgery,self,6.9,rock,2001,http://pitchfork.com/reviews/albums/7067-gizmodgery/
15539,unknown mortal orchestra,unknown mortal orchestra,8.1,rock,2011,http://pitchfork.com/reviews/albums/15539-unknown-mortal-orchestra/
8838,relayer,youngsbower,6.2,rock,2003,http://pitchfork.com/reviews/albums/8838-relayer/
17820,machineries of joy,british sea power,5.8,rock,2013,http://pitchfork.com/reviews/albums/17820-british-sea-power-machineries-of-joy/
2283,exciter,depeche mode,5.5,rock,2001,http://pitchfork.com/reviews/albums/2283-exciter/
12113,back to the cat,barry adamson,7.9,rock,2008,http://pitchfork.com/reviews/albums/12113-back-to-the-cat/
8458,night on fire,vhs or beta,4.2,rock,2004,http://pitchfork.com/reviews/albums/8458-night-on-fire/
14277,"no great lost: songs, 1979-1985",kevin dunn,7.5,rock,2010,http://pitchfork.com/reviews/albums/14277-no-great-lost-songs-1979-1985/
